#Firmware: Speeduino 2022.04-dev
PriLevel,SecLevel,Trigger,Sync,RefTime,ToothTime,Time
0.0,1.0,0.0,1.0,237883.39,0.796,237883.39
1.0,1.0,0.0,1.0,237884.3,0.904,237884.3
0.0,1.0,0.0,1.0,237885.11,0.804,237885.11
1.0,1.0,0.0,1.0,237886.05,0.944,237886.05
0.0,1.0,0.0,1.0,237886.81,0.768,237886.81
1.0,1.0,0.0,1.0,237887.73,0.912,237887.73
0.0,1.0,0.0,1.0,237888.52,0.788,237888.52
1.0,1.0,0.0,1.0,237889.44,0.924,237889.44
0.0,1.0,0.0,1.0,237890.2,0.768,237890.2
1.0,1.0,0.0,1.0,237891.12,0.912,237891.12
0.0,1.0,0.0,1.0,237891.92,0.796,237891.92
1.0,1.0,0.0,1.0,237892.83,0.908,237892.83
0.0,1.0,0.0,1.0,237893.58,0.752,237893.58
1.0,1.0,0.0,1.0,237894.52,0.94,237894.52
0.0,1.0,0.0,1.0,237895.28,0.772,237895.28
1.0,1.0,0.0,1.0,237896.19,0.904,237896.19
0.0,1.0,0.0,1.0,237896.98,0.788,237896.98
1.0,1.0,0.0,1.0,237897.89,0.912,237897.89
0.0,1.0,0.0,1.0,237898.66,0.772,237898.66
1.0,1.0,0.0,1.0,237899.58,0.916,237899.58
0.0,1.0,0.0,1.0,237900.36,0.78,237900.36
1.0,1.0,0.0,1.0,237901.27,0.912,237901.27
0.0,1.0,0.0,1.0,237902.05,0.776,237902.05
1.0,1.0,0.0,1.0,237902.98,0.936,237902.98
0.0,1.0,0.0,1.0,237903.75,0.768,237903.75
1.0,1.0,0.0,1.0,237904.69,0.94,237904.69
0.0,1.0,0.0,1.0,237905.48,0.788,237905.48
1.0,1.0,0.0,1.0,237906.44,0.952,237906.44
0.0,1.0,0.0,1.0,237907.22,0.788,237907.22
1.0,1.0,0.0,1.0,237908.16,0.932,237908.16
0.0,1.0,0.0,1.0,237908.92,0.772,237908.92
1.0,1.0,0.0,1.0,237909.92,0.996,237909.92
0.0,1.0,0.0,1.0,237910.7,0.784,237910.7
1.0,1.0,0.0,1.0,237911.69,0.988,237911.69
0.0,1.0,0.0,1.0,237912.53,0.832,237912.53
1.0,1.0,0.0,1.0,237913.47,0.952,237913.47
0.0,1.0,0.0,1.0,237914.27,0.796,237914.27
1.0,1.0,0.0,1.0,237915.28,1.008,237915.28
0.0,1.0,0.0,1.0,237916.11,0.828,237916.11
1.0,1.0,0.0,1.0,237917.08,0.964,237917.08
0.0,1.0,0.0,1.0,237917.92,0.844,237917.92
1.0,1.0,0.0,1.0,237918.89,0.972,237918.89
0.0,1.0,0.0,1.0,237919.75,0.856,237919.75
1.0,1.0,0.0,1.0,237920.75,1.004,237920.75
0.0,1.0,0.0,1.0,237921.55,0.796,237921.55
1.0,1.0,0.0,1.0,237922.55,1.008,237922.55
0.0,1.0,0.0,1.0,237923.33,0.78,237923.33
1.0,1.0,0.0,1.0,237924.31,0.988,237924.31
0.0,1.0,0.0,1.0,237925.11,0.792,237925.11
1.0,1.0,0.0,1.0,237926.08,0.968,237926.08
0.0,1.0,0.0,1.0,237926.88,0.788,237926.88
1.0,1.0,0.0,1.0,237927.77,0.896,237927.77
0.0,1.0,0.0,1.0,237928.56,0.796,237928.56
1.0,1.0,0.0,1.0,237929.52,0.96,237929.52
0.0,1.0,0.0,1.0,237930.27,0.748,237930.27
1.0,1.0,0.0,1.0,237931.19,0.92,237931.19
0.0,1.0,0.0,1.0,237931.94,0.748,237931.94
1.0,1.0,0.0,1.0,237932.84,0.908,237932.84
0.0,1.0,0.0,1.0,237933.58,0.74,237933.58
1.0,1.0,0.0,1.0,237934.48,0.896,237934.48
0.0,1.0,0.0,1.0,237935.19,0.708,237935.19
1.0,1.0,0.0,1.0,237936.08,0.888,237936.08
0.0,1.0,0.0,1.0,237936.81,0.744,237936.81
1.0,1.0,0.0,1.0,237937.69,0.872,237937.69
0.0,1.0,0.0,1.0,237938.44,0.748,237938.44
1.0,1.0,0.0,1.0,237939.28,0.84,237939.28
0.0,1.0,0.0,1.0,237940.05,0.768,237940.05
1.0,1.0,0.0,1.0,237940.88,0.82,237940.88
0.0,1.0,0.0,1.0,237941.61,0.744,237941.61
1.0,1.0,0.0,1.0,237942.47,0.852,237942.47
0.0,1.0,0.0,1.0,237943.2,0.74,237943.2
1.0,1.0,0.0,1.0,237944.03,0.832,237944.03
0.0,1.0,0.0,1.0,237944.75,0.72,237944.75
1.0,1.0,0.0,1.0,237945.62,0.864,237945.62
0.0,1.0,0.0,1.0,237946.34,0.728,237946.34
1.0,1.0,0.0,1.0,237947.19,0.836,237947.19
0.0,1.0,0.0,1.0,237947.92,0.736,237947.92
1.0,1.0,0.0,1.0,237948.77,0.844,237948.77
0.0,1.0,0.0,1.0,237949.48,0.724,237949.48
1.0,1.0,0.0,1.0,237950.36,0.868,237950.36
0.0,1.0,0.0,1.0,237951.1,0.732,237951.1
1.0,1.0,0.0,1.0,237951.92,0.832,237951.92
0.0,1.0,0.0,1.0,237952.66,0.736,237952.66
1.0,1.0,0.0,1.0,237953.52,0.852,237953.52
0.0,1.0,0.0,1.0,237954.23,0.732,237954.23
1.0,1.0,0.0,1.0,237955.08,0.84,237955.08
0.0,1.0,0.0,1.0,237955.83,0.744,237955.83
1.0,1.0,0.0,1.0,237956.69,0.868,237956.69
0.0,1.0,0.0,1.0,237957.42,0.736,237957.42
1.0,1.0,0.0,1.0,237958.33,0.896,237958.33
0.0,1.0,0.0,1.0,237959.05,0.716,237959.05
1.0,1.0,0.0,1.0,237959.94,0.904,237959.94
0.0,1.0,0.0,1.0,237960.66,0.72,237960.66
1.0,1.0,0.0,1.0,237961.56,0.9,237961.56
0.0,1.0,0.0,1.0,238152.06,190.492,238152.06
MARK 000
1.0,1.0,0.0,1.0,238155.22,3.16,238155.22
0.0,1.0,0.0,1.0,238155.77,0.556,238155.77
1.0,1.0,0.0,1.0,238156.44,0.664,238156.44
0.0,1.0,0.0,1.0,238157.03,0.592,238157.03
1.0,1.0,0.0,1.0,238157.69,0.66,238157.69
0.0,1.0,0.0,1.0,238158.27,0.576,238158.27
1.0,1.0,0.0,1.0,238158.92,0.66,238158.92
0.0,1.0,0.0,1.0,238159.48,0.568,238159.48
1.0,1.0,0.0,1.0,238160.16,0.668,238160.16
0.0,1.0,0.0,1.0,238160.7,0.544,238160.7
1.0,1.0,0.0,1.0,238161.38,0.676,238161.38
0.0,1.0,0.0,1.0,238161.92,0.548,238161.92
1.0,1.0,0.0,1.0,238162.6,0.668,238162.6
0.0,1.0,0.0,1.0,238163.16,0.564,238163.16
1.0,1.0,0.0,1.0,238163.83,0.664,238163.83
0.0,1.0,0.0,1.0,238164.38,0.552,238164.38
1.0,1.0,0.0,1.0,238165.03,0.652,238165.03
0.0,1.0,0.0,1.0,238165.6,0.564,238165.6
1.0,1.0,0.0,1.0,238166.25,0.656,238166.25
0.0,1.0,0.0,1.0,238166.83,0.58,238166.83
1.0,1.0,0.0,1.0,238167.47,0.648,238167.47
0.0,1.0,0.0,1.0,238168.02,0.544,238168.02
1.0,1.0,0.0,1.0,238168.7,0.68,238168.7
0.0,1.0,0.0,1.0,238169.27,0.572,238169.27
1.0,1.0,0.0,1.0,238169.92,0.652,238169.92
0.0,1.0,0.0,1.0,238170.47,0.544,238170.47
1.0,1.0,0.0,1.0,238171.16,0.688,238171.16
0.0,1.0,0.0,1.0,238171.72,0.564,238171.72
1.0,1.0,0.0,1.0,238172.4,0.688,238172.4
0.0,1.0,0.0,1.0,238172.97,0.564,238172.97
1.0,1.0,0.0,1.0,238173.64,0.672,238173.64
0.0,1.0,0.0,1.0,238174.2,0.552,238174.2
1.0,1.0,0.0,1.0,238174.9,0.704,238174.9
0.0,1.0,0.0,1.0,238175.47,0.564,238175.47
1.0,1.0,0.0,1.0,238176.12,0.656,238176.12
0.0,1.0,0.0,1.0,238176.72,0.592,238176.72
1.0,1.0,0.0,1.0,238177.39,0.672,238177.39
0.0,1.0,0.0,1.0,238177.95,0.572,238177.95
1.0,1.0,0.0,1.0,238178.62,0.676,238178.62
0.0,1.0,0.0,1.0,238179.19,0.556,238179.19
1.0,1.0,0.0,1.0,238179.88,0.688,238179.88
0.0,1.0,0.0,1.0,238180.44,0.568,238180.44
1.0,1.0,0.0,1.0,238181.11,0.668,238181.11
0.0,1.0,0.0,1.0,238181.69,0.572,238181.69
1.0,1.0,0.0,1.0,238182.36,0.676,238182.36
0.0,1.0,0.0,1.0,238182.92,0.56,238182.92
1.0,1.0,0.0,1.0,238183.6,0.676,238183.6
0.0,1.0,0.0,1.0,238184.17,0.58,238184.17
1.0,1.0,0.0,1.0,238184.86,0.684,238184.86
0.0,1.0,0.0,1.0,238185.4,0.552,238185.4
1.0,1.0,0.0,1.0,238186.1,0.68,238186.1
0.0,1.0,0.0,1.0,238186.66,0.568,238186.66
1.0,1.0,0.0,1.0,238187.33,0.672,238187.33
0.0,1.0,0.0,1.0,238187.89,0.56,238187.89
1.0,1.0,0.0,1.0,238188.58,0.68,238188.58
0.0,1.0,0.0,1.0,238189.14,0.564,238189.14
1.0,1.0,0.0,1.0,238189.81,0.68,238189.81
0.0,1.0,0.0,1.0,238190.38,0.56,238190.38
0.0,0.0,1.0,1.0,238190.7,0.328,238190.7
1.0,0.0,0.0,1.0,238191.06,0.356,238191.06
0.0,0.0,0.0,1.0,238191.61,0.548,238191.61
1.0,0.0,0.0,1.0,238192.31,0.708,238192.31
0.0,0.0,0.0,1.0,238192.86,0.548,238192.86
1.0,0.0,0.0,1.0,238193.55,0.688,238193.55
0.0,0.0,0.0,1.0,238194.11,0.552,238194.11
1.0,0.0,0.0,1.0,238194.81,0.712,238194.81
0.0,0.0,0.0,1.0,238195.36,0.54,238195.36
1.0,0.0,0.0,1.0,238196.05,0.692,238196.05
0.0,0.0,0.0,1.0,238196.61,0.564,238196.61
1.0,0.0,0.0,1.0,238197.3,0.684,238197.3
0.0,0.0,0.0,1.0,238197.84,0.552,238197.84
1.0,0.0,0.0,1.0,238198.55,0.692,238198.55
0.0,0.0,0.0,1.0,238199.1,0.548,238199.1
1.0,0.0,0.0,1.0,238199.78,0.696,238199.78
0.0,0.0,0.0,1.0,238200.34,0.56,238200.34
1.0,0.0,0.0,1.0,238201.03,0.68,238201.03
0.0,0.0,0.0,1.0,238201.58,0.56,238201.58
1.0,0.0,0.0,1.0,238202.27,0.688,238202.27
0.0,0.0,0.0,1.0,238202.81,0.548,238202.81
1.0,0.0,0.0,1.0,238203.53,0.708,238203.53
0.0,0.0,0.0,1.0,238204.08,0.552,238204.08
1.0,0.0,0.0,1.0,238204.77,0.688,238204.77
0.0,0.0,0.0,1.0,238205.34,0.568,238205.34
0.0,1.0,1.0,1.0,238205.58,0.24,238205.58
1.0,1.0,0.0,1.0,238206.03,0.452,238206.03
0.0,1.0,0.0,1.0,238206.58,0.548,238206.58
1.0,1.0,0.0,1.0,238207.28,0.708,238207.28
0.0,1.0,0.0,1.0,238207.84,0.556,238207.84
1.0,1.0,0.0,1.0,238208.56,0.716,238208.56
0.0,1.0,0.0,1.0,238209.11,0.548,238209.11
1.0,1.0,0.0,1.0,238209.83,0.72,238209.83
0.0,1.0,0.0,1.0,238210.38,0.556,238210.38
1.0,1.0,0.0,1.0,238211.1,0.712,238211.1
0.0,1.0,0.0,1.0,238211.64,0.556,238211.64
1.0,1.0,0.0,1.0,238212.36,0.716,238212.36
0.0,1.0,0.0,1.0,238212.94,0.572,238212.94
1.0,1.0,0.0,1.0,238213.64,0.704,238213.64
0.0,1.0,0.0,1.0,238214.2,0.56,238214.2
1.0,1.0,0.0,1.0,238214.92,0.724,238214.92
0.0,1.0,0.0,1.0,238215.48,0.564,238215.48
1.0,1.0,0.0,1.0,238216.19,0.7,238216.19
0.0,1.0,0.0,1.0,238216.77,0.572,238216.77
1.0,1.0,0.0,1.0,238217.47,0.708,238217.47
0.0,1.0,0.0,1.0,238218.03,0.568,238218.03
1.0,1.0,0.0,1.0,238218.75,0.712,238218.75
0.0,1.0,0.0,1.0,238221.53,2.784,238221.53
1.0,1.0,0.0,1.0,238222.56,1.028,238222.56
0.0,1.0,0.0,1.0,238223.14,0.576,238223.14
1.0,1.0,0.0,1.0,238223.84,0.7,238223.84
0.0,1.0,0.0,1.0,238224.42,0.592,238224.42
1.0,1.0,0.0,1.0,238225.12,0.692,238225.12
0.0,1.0,0.0,1.0,238225.7,0.58,238225.7
1.0,1.0,0.0,1.0,238226.4,0.704,238226.4
0.0,1.0,0.0,1.0,238226.98,0.588,238226.98
1.0,1.0,0.0,1.0,238227.7,0.704,238227.7
0.0,1.0,0.0,1.0,238228.28,0.58,238228.28
1.0,1.0,0.0,1.0,238228.97,0.696,238228.97
0.0,1.0,0.0,1.0,238229.58,0.604,238229.58
1.0,1.0,0.0,1.0,238230.27,0.684,238230.27
0.0,1.0,0.0,1.0,238230.88,0.612,238230.88
1.0,1.0,0.0,1.0,238231.55,0.68,238231.55
0.0,1.0,0.0,1.0,238232.16,0.608,238232.16
1.0,1.0,0.0,1.0,238232.88,0.72,238232.88
0.0,1.0,0.0,1.0,238233.45,0.58,238233.45
1.0,1.0,0.0,1.0,238234.17,0.712,238234.17
0.0,1.0,0.0,1.0,238234.77,0.596,238234.77
1.0,1.0,0.0,1.0,238391.67,156.9,238391.67
MARK 001
1.0,1.0,0.0,1.0,238394.03,2.36,238394.03
0.0,1.0,0.0,1.0,238394.53,0.508,238394.53
1.0,1.0,0.0,1.0,238395.19,0.652,238395.19
0.0,1.0,0.0,1.0,238395.72,0.536,238395.72
1.0,1.0,0.0,1.0,238396.39,0.66,238396.39
0.0,1.0,0.0,1.0,238396.89,0.508,238396.89
1.0,1.0,0.0,1.0,238397.58,0.68,238397.58
0.0,1.0,0.0,1.0,238398.1,0.516,238398.1
1.0,1.0,0.0,1.0,238398.77,0.684,238398.77
0.0,1.0,0.0,1.0,238399.28,0.512,238399.28
1.0,1.0,0.0,1.0,238399.95,0.668,238399.95
0.0,1.0,0.0,1.0,238400.47,0.524,238400.47
1.0,1.0,0.0,1.0,238401.16,0.68,238401.16
0.0,1.0,0.0,1.0,238401.67,0.52,238401.67
1.0,1.0,0.0,1.0,238402.36,0.684,238402.36
0.0,1.0,0.0,1.0,238402.88,0.516,238402.88
1.0,1.0,0.0,1.0,238403.56,0.684,238403.56
0.0,1.0,0.0,1.0,238404.08,0.52,238404.08
1.0,1.0,0.0,1.0,238404.75,0.668,238404.75
0.0,1.0,0.0,1.0,238405.28,0.532,238405.28
1.0,1.0,0.0,1.0,238405.95,0.668,238405.95
0.0,1.0,0.0,1.0,238406.47,0.528,238406.47
1.0,1.0,0.0,1.0,238407.14,0.66,238407.14
0.0,1.0,0.0,1.0,238407.67,0.532,238407.67
1.0,1.0,0.0,1.0,238408.3,0.632,238408.3
0.0,1.0,0.0,1.0,238408.84,0.544,238408.84
1.0,1.0,0.0,1.0,238409.5,0.66,238409.5
0.0,1.0,0.0,1.0,238410.05,0.54,238410.05
1.0,1.0,0.0,1.0,238410.69,0.648,238410.69
0.0,1.0,0.0,1.0,238411.22,0.524,238411.22
1.0,1.0,0.0,1.0,238411.89,0.668,238411.89
0.0,1.0,0.0,1.0,238412.4,0.516,238412.4
1.0,1.0,0.0,1.0,238413.06,0.668,238413.06
0.0,1.0,0.0,1.0,238413.58,0.508,238413.58
1.0,1.0,0.0,1.0,238414.23,0.664,238414.23
0.0,1.0,0.0,1.0,238414.75,0.508,238414.75
1.0,1.0,0.0,1.0,238415.42,0.68,238415.42
0.0,1.0,0.0,1.0,238415.92,0.492,238415.92
1.0,1.0,0.0,1.0,238416.6,0.668,238416.6
0.0,1.0,0.0,1.0,238417.1,0.508,238417.1
1.0,1.0,0.0,1.0,238417.77,0.676,238417.77
0.0,1.0,0.0,1.0,238418.28,0.512,238418.28
1.0,1.0,0.0,1.0,238418.9,0.628,238418.9
0.0,1.0,0.0,1.0,238419.45,0.536,238419.45
1.0,1.0,0.0,1.0,238420.08,0.624,238420.08
0.0,1.0,0.0,1.0,238420.6,0.52,238420.6
1.0,1.0,0.0,1.0,238421.23,0.64,238421.23
0.0,1.0,0.0,1.0,238421.75,0.524,238421.75
1.0,1.0,0.0,1.0,238422.4,0.652,238422.4
0.0,1.0,0.0,1.0,238422.94,0.524,238422.94
1.0,1.0,0.0,1.0,238423.56,0.636,238423.56
0.0,1.0,0.0,1.0,238424.08,0.516,238424.08
1.0,1.0,0.0,1.0,238424.73,0.644,238424.73
0.0,1.0,0.0,1.0,238425.27,0.54,238425.27
1.0,1.0,0.0,1.0,238425.89,0.628,238425.89
0.0,1.0,0.0,1.0,238426.42,0.528,238426.42
1.0,1.0,0.0,1.0,238427.06,0.636,238427.06
0.0,1.0,0.0,1.0,238427.58,0.516,238427.58
1.0,1.0,0.0,1.0,238428.22,0.644,238428.22
0.0,1.0,0.0,1.0,238428.75,0.524,238428.75
1.0,1.0,0.0,1.0,238429.4,0.668,238429.4
0.0,1.0,0.0,1.0,238429.9,0.496,238429.9
1.0,1.0,0.0,1.0,238430.58,0.668,238430.58
0.0,1.0,0.0,1.0,238431.08,0.508,238431.08
1.0,1.0,0.0,1.0,238431.75,0.66,238431.75
0.0,1.0,0.0,1.0,238432.27,0.52,238432.27
1.0,1.0,0.0,1.0,238432.9,0.636,238432.9
0.0,1.0,0.0,1.0,238433.44,0.532,238433.44
1.0,1.0,0.0,1.0,238434.11,0.676,238434.11
0.0,1.0,0.0,1.0,238434.62,0.516,238434.62
1.0,1.0,0.0,1.0,238435.28,0.652,238435.28
0.0,1.0,0.0,1.0,238435.8,0.524,238435.8
1.0,1.0,0.0,1.0,238436.47,0.676,238436.47
0.0,1.0,0.0,1.0,238436.98,0.516,238436.98
1.0,1.0,0.0,1.0,238437.66,0.668,238437.66
0.0,1.0,0.0,1.0,238438.19,0.528,238438.19
1.0,1.0,0.0,1.0,238438.84,0.652,238438.84
0.0,1.0,0.0,1.0,238439.38,0.532,238439.38
1.0,1.0,0.0,1.0,238440.02,0.636,238440.02
0.0,1.0,0.0,1.0,238440.55,0.544,238440.55
1.0,1.0,0.0,1.0,238441.2,0.648,238441.2
0.0,1.0,0.0,1.0,238441.73,0.54,238441.73
1.0,1.0,0.0,1.0,238442.4,0.664,238442.4
0.0,1.0,0.0,1.0,238445.05,2.64,238445.05
1.0,1.0,0.0,1.0,238445.95,0.904,238445.95
0.0,1.0,0.0,1.0,238446.47,0.528,238446.47
1.0,1.0,0.0,1.0,238447.12,0.648,238447.12
0.0,1.0,0.0,1.0,238447.64,0.524,238447.64
1.0,1.0,0.0,1.0,238448.28,0.64,238448.28
0.0,1.0,0.0,1.0,238448.83,0.54,238448.83
1.0,1.0,0.0,1.0,238449.47,0.636,238449.47
0.0,1.0,0.0,1.0,238450.02,0.548,238450.02
1.0,1.0,0.0,1.0,238450.64,0.624,238450.64
0.0,1.0,0.0,1.0,238451.19,0.556,238451.19
1.0,1.0,0.0,1.0,238451.81,0.628,238451.81
0.0,1.0,0.0,1.0,238452.36,0.536,238452.36
1.0,1.0,0.0,1.0,238452.98,0.636,238452.98
0.0,1.0,0.0,1.0,238453.55,0.556,238453.55
1.0,1.0,0.0,1.0,238454.19,0.636,238454.19
0.0,1.0,0.0,1.0,238454.72,0.536,238454.72
1.0,1.0,0.0,1.0,238455.36,0.64,238455.36
0.0,1.0,0.0,1.0,238455.89,0.532,238455.89
1.0,1.0,0.0,1.0,238456.55,0.652,238456.55
0.0,1.0,0.0,1.0,238457.06,0.516,238457.06
1.0,1.0,0.0,1.0,238457.7,0.636,238457.7
0.0,1.0,0.0,1.0,238458.22,0.528,238458.22
1.0,1.0,0.0,1.0,238458.88,0.648,238458.88
0.0,1.0,0.0,1.0,238459.42,0.548,238459.42
1.0,1.0,0.0,1.0,238460.06,0.64,238460.06
0.0,1.0,0.0,1.0,238460.58,0.524,238460.58
1.0,1.0,0.0,1.0,238461.22,0.64,238461.22
0.0,1.0,0.0,1.0,238461.73,0.516,238461.73
1.0,1.0,0.0,1.0,238462.39,0.656,238462.39
0.0,1.0,0.0,1.0,238462.92,0.532,238462.92
1.0,1.0,0.0,1.0,238463.55,0.62,238463.55
0.0,1.0,0.0,1.0,238464.08,0.536,238464.08
1.0,1.0,0.0,1.0,238464.75,0.66,238464.75
0.0,1.0,0.0,1.0,238465.27,0.516,238465.27
1.0,1.0,0.0,1.0,238465.9,0.652,238465.9
0.0,1.0,0.0,1.0,238466.45,0.536,238466.45
1.0,1.0,0.0,1.0,238467.08,0.632,238467.08
0.0,1.0,0.0,1.0,238467.61,0.532,238467.61
1.0,1.0,0.0,1.0,238468.27,0.648,238468.27
0.0,1.0,0.0,1.0,238468.8,0.544,238468.8
1.0,1.0,0.0,1.0,238469.47,0.66,238469.47
0.0,1.0,0.0,1.0,238469.98,0.516,238469.98
1.0,1.0,0.0,1.0,238575.86,105.884,238575.86
MARK 002
0.0,1.0,0.0,1.0,238576.39,0.532,238576.39
1.0,1.0,0.0,1.0,238577.1,0.7,238577.1
0.0,1.0,0.0,1.0,238577.64,0.54,238577.64
1.0,1.0,0.0,1.0,238578.33,0.696,238578.33
0.0,1.0,0.0,1.0,238578.89,0.552,238578.89
1.0,1.0,0.0,1.0,238579.58,0.688,238579.58
0.0,1.0,0.0,1.0,238580.12,0.552,238580.12
1.0,1.0,0.0,1.0,238580.83,0.7,238580.83
0.0,1.0,0.0,1.0,238581.38,0.556,238581.38
1.0,1.0,0.0,1.0,238582.06,0.688,238582.06
0.0,1.0,0.0,1.0,238582.64,0.572,238582.64
1.0,1.0,0.0,1.0,238583.34,0.696,238583.34
0.0,1.0,0.0,1.0,238583.89,0.556,238583.89
1.0,1.0,0.0,1.0,238584.6,0.708,238584.6
0.0,1.0,0.0,1.0,238585.16,0.552,238585.16
1.0,1.0,0.0,1.0,238585.84,0.688,238585.84
0.0,1.0,0.0,1.0,238586.4,0.568,238586.4
1.0,1.0,0.0,1.0,238587.1,0.688,238587.1
0.0,1.0,0.0,1.0,238587.64,0.552,238587.64
1.0,1.0,0.0,1.0,238588.34,0.692,238588.34
0.0,1.0,0.0,1.0,238591.05,2.704,238591.05
1.0,1.0,0.0,1.0,238592.03,0.984,238592.03
0.0,1.0,0.0,1.0,238592.56,0.536,238592.56
1.0,1.0,0.0,1.0,238593.22,0.656,238593.22
0.0,1.0,0.0,1.0,238593.77,0.548,238593.77
1.0,1.0,0.0,1.0,238594.42,0.656,238594.42
0.0,1.0,0.0,1.0,238594.98,0.568,238594.98
1.0,1.0,0.0,1.0,238595.64,0.656,238595.64
0.0,1.0,0.0,1.0,238596.19,0.532,238596.19
1.0,1.0,0.0,1.0,238596.84,0.66,238596.84
0.0,1.0,0.0,1.0,238597.39,0.548,238597.39
1.0,1.0,0.0,1.0,238598.03,0.636,238598.03
0.0,1.0,0.0,1.0,238598.58,0.552,238598.58
1.0,1.0,0.0,1.0,238599.23,0.664,238599.23
0.0,1.0,0.0,1.0,238599.77,0.52,238599.77
1.0,1.0,0.0,1.0,238600.4,0.648,238600.4
0.0,1.0,0.0,1.0,238600.95,0.54,238600.95
1.0,1.0,0.0,1.0,238601.62,0.672,238601.62
0.0,1.0,0.0,1.0,238602.14,0.524,238602.14
1.0,1.0,0.0,1.0,238602.81,0.664,238602.81
0.0,1.0,0.0,1.0,238603.34,0.532,238603.34
1.0,1.0,0.0,1.0,238604.0,0.656,238604.0
0.0,1.0,0.0,1.0,238604.53,0.532,238604.53
1.0,1.0,0.0,1.0,238605.16,0.636,238605.16
0.0,1.0,0.0,1.0,238605.72,0.548,238605.72
1.0,1.0,0.0,1.0,238606.36,0.652,238606.36
0.0,1.0,0.0,1.0,238606.89,0.532,238606.89
1.0,1.0,0.0,1.0,238607.55,0.648,238607.55
0.0,1.0,0.0,1.0,238608.08,0.54,238608.08
1.0,1.0,0.0,1.0,238608.73,0.648,238608.73
0.0,1.0,0.0,1.0,238609.27,0.54,238609.27
1.0,1.0,0.0,1.0,238609.9,0.632,238609.9
0.0,1.0,0.0,1.0,238610.47,0.56,238610.47
1.0,1.0,0.0,1.0,238611.1,0.628,238611.1
0.0,1.0,0.0,1.0,238611.64,0.556,238611.64
1.0,1.0,0.0,1.0,238612.3,0.648,238612.3
0.0,1.0,0.0,1.0,238612.83,0.532,238612.83
1.0,1.0,0.0,1.0,238613.47,0.648,238613.47
0.0,1.0,0.0,1.0,238614.03,0.56,238614.03
1.0,1.0,0.0,1.0,238614.69,0.644,238614.69
0.0,1.0,0.0,1.0,238615.22,0.54,238615.22
1.0,1.0,0.0,1.0,238615.89,0.672,238615.89
0.0,1.0,0.0,1.0,238616.42,0.536,238616.42
1.0,1.0,0.0,1.0,238617.1,0.672,238617.1
0.0,1.0,0.0,1.0,238617.64,0.544,238617.64
1.0,1.0,0.0,1.0,238618.3,0.652,238618.3
0.0,1.0,0.0,1.0,238618.84,0.552,238618.84
1.0,1.0,0.0,1.0,238619.52,0.668,238619.52
0.0,1.0,0.0,1.0,238620.06,0.544,238620.06
1.0,1.0,0.0,1.0,238620.72,0.664,238620.72
0.0,1.0,0.0,1.0,238621.27,0.536,238621.27
1.0,1.0,0.0,1.0,238621.92,0.664,238621.92
0.0,1.0,0.0,1.0,238622.47,0.544,238622.47
1.0,1.0,0.0,1.0,238623.12,0.652,238623.12
0.0,1.0,0.0,1.0,238623.69,0.56,238623.69
1.0,1.0,0.0,1.0,238624.34,0.664,238624.34
0.0,1.0,0.0,1.0,238624.86,0.52,238624.86
1.0,1.0,0.0,1.0,238625.52,0.656,238625.52
0.0,1.0,0.0,1.0,238626.08,0.556,238626.08
1.0,1.0,0.0,1.0,238626.73,0.652,238626.73
