#Firmware: Speeduino 2022.04-dev
PriLevel,SecLevel,Trigger,Sync,RefTime,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms,ms
1.0,1.0,0.0,1.0,248510.34,0.64,248510.34
0.0,1.0,0.0,1.0,248510.83,0.484,248510.83
1.0,1.0,0.0,1.0,248511.47,0.636,248511.47
0.0,1.0,0.0,1.0,248511.97,0.504,248511.97
1.0,1.0,0.0,1.0,248512.61,0.648,248512.61
0.0,1.0,0.0,1.0,248513.12,0.512,248513.12
1.0,1.0,0.0,1.0,248513.73,0.612,248513.73
0.0,1.0,0.0,1.0,248514.25,0.516,248514.25
1.0,1.0,0.0,1.0,248514.88,0.624,248514.88
0.0,1.0,0.0,1.0,248515.38,0.496,248515.38
1.0,1.0,0.0,1.0,248516.02,0.64,248516.02
0.0,1.0,0.0,1.0,248516.55,0.524,248516.55
1.0,1.0,0.0,1.0,248517.16,0.612,248517.16
0.0,1.0,0.0,1.0,248517.66,0.504,248517.66
1.0,1.0,0.0,1.0,248518.28,0.624,248518.28
0.0,1.0,0.0,1.0,248518.78,0.504,248518.78
1.0,1.0,0.0,1.0,248519.42,0.632,248519.42
0.0,1.0,0.0,1.0,248519.92,0.504,248519.92
1.0,1.0,0.0,1.0,248520.55,0.62,248520.55
0.0,1.0,0.0,1.0,248521.05,0.512,248521.05
1.0,1.0,0.0,1.0,248521.69,0.628,248521.69
0.0,1.0,0.0,1.0,248522.19,0.5,248522.19
1.0,1.0,0.0,1.0,248522.8,0.612,248522.8
0.0,1.0,0.0,1.0,248523.3,0.508,248523.3
1.0,1.0,0.0,1.0,248523.94,0.64,248523.94
0.0,1.0,0.0,1.0,248524.44,0.492,248524.44
1.0,1.0,0.0,1.0,248525.06,0.632,248525.06
0.0,1.0,0.0,1.0,248525.55,0.484,248525.55
1.0,1.0,0.0,1.0,248526.19,0.636,248526.19
0.0,1.0,0.0,1.0,248526.67,0.492,248526.67
1.0,1.0,0.0,1.0,248527.3,0.624,248527.3
0.0,1.0,0.0,1.0,248527.81,0.508,248527.81
1.0,1.0,0.0,1.0,248528.42,0.62,248528.42
0.0,1.0,0.0,1.0,248528.92,0.496,248528.92
1.0,1.0,0.0,1.0,248529.53,0.612,248529.53
0.0,1.0,0.0,1.0,248530.05,0.504,248530.05
1.0,1.0,0.0,1.0,248530.66,0.624,248530.66
0.0,1.0,0.0,1.0,248531.16,0.488,248531.16
1.0,1.0,0.0,1.0,248531.8,0.64,248531.8
0.0,1.0,0.0,1.0,248532.3,0.504,248532.3
1.0,1.0,0.0,1.0,248532.92,0.62,248532.92
0.0,1.0,0.0,1.0,248533.42,0.504,248533.42
1.0,1.0,0.0,1.0,248534.03,0.608,248534.03
0.0,1.0,0.0,1.0,248534.53,0.5,248534.53
1.0,1.0,0.0,1.0,248535.14,0.62,248535.14
0.0,1.0,0.0,1.0,248535.66,0.508,248535.66
1.0,1.0,0.0,1.0,248536.27,0.612,248536.27
0.0,1.0,0.0,1.0,248536.77,0.496,248536.77
1.0,1.0,0.0,1.0,248537.39,0.62,248537.39
0.0,1.0,0.0,1.0,248537.88,0.496,248537.88
1.0,1.0,0.0,1.0,248538.52,0.628,248538.52
0.0,1.0,0.0,1.0,248539.02,0.504,248539.02
1.0,1.0,0.0,1.0,248539.64,0.628,248539.64
0.0,1.0,0.0,1.0,248540.12,0.48,248540.12
1.0,1.0,0.0,1.0,248540.75,0.632,248540.75
0.0,1.0,0.0,1.0,248541.25,0.504,248541.25
1.0,1.0,0.0,1.0,248541.88,0.62,248541.88
0.0,1.0,0.0,1.0,248542.39,0.508,248542.39
1.0,1.0,0.0,1.0,248543.0,0.62,248543.0
0.0,1.0,0.0,1.0,248543.52,0.508,248543.52
1.0,1.0,0.0,1.0,248544.14,0.632,248544.14
0.0,1.0,0.0,1.0,248544.64,0.5,248544.64
1.0,1.0,0.0,1.0,248545.27,0.62,248545.27
0.0,1.0,0.0,1.0,248545.78,0.524,248545.78
1.0,1.0,0.0,1.0,248546.4,0.616,248546.4
0.0,1.0,0.0,1.0,248546.9,0.496,248546.9
1.0,1.0,0.0,1.0,248547.55,0.644,248547.55
0.0,1.0,0.0,1.0,248548.05,0.508,248548.05
1.0,1.0,0.0,1.0,248548.67,0.624,248548.67
0.0,1.0,0.0,1.0,248549.17,0.496,248549.17
1.0,1.0,0.0,1.0,248549.81,0.644,248549.81
0.0,1.0,0.0,1.0,248550.33,0.512,248550.33
1.0,1.0,0.0,1.0,248550.95,0.628,248550.95
0.0,1.0,0.0,1.0,248551.45,0.504,248551.45
1.0,1.0,0.0,1.0,248552.08,0.612,248552.08
0.0,1.0,0.0,1.0,248554.6,2.528,248554.6
1.0,1.0,0.0,1.0,248555.47,0.864,248555.47
0.0,1.0,0.0,1.0,248555.95,0.496,248555.95
1.0,1.0,0.0,1.0,248556.56,0.6,248556.56
0.0,1.0,0.0,1.0,248557.08,0.52,248557.08
1.0,1.0,0.0,1.0,248557.7,0.616,248557.7
0.0,1.0,0.0,1.0,248558.19,0.488,248558.19
1.0,1.0,0.0,1.0,248558.8,0.62,248558.8
0.0,1.0,0.0,1.0,248559.3,0.492,248559.3
1.0,1.0,0.0,1.0,248559.92,0.624,248559.92
0.0,1.0,0.0,1.0,248560.42,0.5,248560.42
1.0,1.0,0.0,1.0,248561.03,0.608,248561.03
0.0,1.0,0.0,1.0,248561.52,0.492,248561.52
1.0,1.0,0.0,1.0,248562.12,0.612,248562.12
0.0,1.0,0.0,1.0,248562.62,0.492,248562.62
1.0,1.0,0.0,1.0,248563.25,0.624,248563.25
0.0,1.0,0.0,1.0,248563.75,0.5,248563.75
1.0,1.0,0.0,1.0,248564.36,0.604,248564.36
0.0,1.0,0.0,1.0,248564.84,0.492,248564.84
1.0,1.0,0.0,1.0,248565.45,0.608,248565.45
1.0,1.0,0.0,1.0,248725.55,160.092,248725.55
MARK 001
0.0,1.0,0.0,1.0,248726.08,0.528,248726.08
1.0,1.0,0.0,1.0,248726.72,0.644,248726.72
0.0,1.0,0.0,1.0,248727.22,0.496,248727.22
1.0,1.0,0.0,1.0,248727.83,0.62,248727.83
0.0,1.0,0.0,1.0,248728.34,0.516,248728.34
1.0,1.0,0.0,1.0,248728.97,0.628,248728.97
1.0,0.0,1.0,1.0,248729.38,0.4,248729.38
0.0,0.0,0.0,1.0,248729.47,0.088,248729.47
1.0,0.0,0.0,1.0,248730.11,0.644,248730.11
0.0,0.0,0.0,1.0,248730.62,0.52,248730.62
1.0,0.0,0.0,1.0,248731.23,0.608,248731.23
0.0,0.0,0.0,1.0,248731.75,0.52,248731.75
1.0,0.0,0.0,1.0,248732.38,0.62,248732.38
0.0,0.0,0.0,1.0,248732.88,0.496,248732.88
1.0,0.0,0.0,1.0,248733.5,0.632,248733.5
0.0,0.0,0.0,1.0,248734.02,0.516,248734.02
1.0,0.0,0.0,1.0,248734.62,0.612,248734.62
0.0,0.0,0.0,1.0,248735.14,0.512,248735.14
1.0,0.0,0.0,1.0,248735.78,0.632,248735.78
0.0,0.0,0.0,1.0,248736.28,0.5,248736.28
1.0,0.0,0.0,1.0,248736.9,0.628,248736.9
0.0,0.0,0.0,1.0,248737.39,0.484,248737.39
1.0,0.0,0.0,1.0,248738.03,0.644,248738.03
0.0,0.0,0.0,1.0,248738.55,0.508,248738.55
1.0,0.0,0.0,1.0,248739.16,0.612,248739.16
0.0,0.0,0.0,1.0,248739.67,0.52,248739.67
1.0,0.0,0.0,1.0,248740.28,0.616,248740.28
0.0,0.0,0.0,1.0,248740.8,0.504,248740.8
1.0,0.0,0.0,1.0,248741.42,0.628,248741.42
0.0,0.0,0.0,1.0,248741.92,0.504,248741.92
1.0,0.0,0.0,1.0,248742.56,0.632,248742.56
0.0,0.0,0.0,1.0,248743.05,0.496,248743.05
1.0,0.0,0.0,1.0,248743.69,0.636,248743.69
0.0,0.0,0.0,1.0,248744.17,0.48,248744.17
1.0,0.0,0.0,1.0,248744.81,0.652,248744.81
0.0,0.0,0.0,1.0,248745.33,0.504,248745.33
1.0,0.0,0.0,1.0,248745.95,0.628,248745.95
0.0,0.0,0.0,1.0,248746.47,0.512,248746.47
1.0,0.0,0.0,1.0,248747.11,0.64,248747.11
0.0,0.0,0.0,1.0,248747.61,0.5,248747.61
0.0,1.0,1.0,1.0,248748.02,0.404,248748.02
1.0,1.0,0.0,1.0,248748.23,0.228,248748.23
0.0,1.0,0.0,1.0,248748.73,0.504,248748.73
1.0,1.0,0.0,1.0,248749.38,0.64,248749.38
0.0,1.0,0.0,1.0,248749.9,0.52,248749.9
1.0,1.0,0.0,1.0,248750.53,0.632,248750.53
0.0,1.0,0.0,1.0,248751.05,0.516,248751.05
1.0,1.0,0.0,1.0,248751.69,0.632,248751.69
0.0,1.0,0.0,1.0,248752.19,0.504,248752.19
1.0,1.0,0.0,1.0,248752.81,0.628,248752.81
0.0,1.0,0.0,1.0,248753.33,0.516,248753.33
1.0,1.0,0.0,1.0,248753.97,0.636,248753.97
0.0,1.0,0.0,1.0,248754.47,0.504,248754.47
1.0,1.0,0.0,1.0,248755.11,0.64,248755.11
0.0,1.0,0.0,1.0,248757.64,2.532,248757.64
1.0,1.0,0.0,1.0,248758.55,0.904,248758.55
0.0,1.0,0.0,1.0,248759.03,0.488,248759.03
1.0,1.0,0.0,1.0,248759.69,0.648,248759.69
0.0,1.0,0.0,1.0,248760.2,0.52,248760.2
1.0,1.0,0.0,1.0,248760.81,0.616,248760.81
0.0,1.0,0.0,1.0,248761.33,0.516,248761.33
1.0,1.0,0.0,1.0,248761.97,0.64,248761.97
0.0,1.0,0.0,1.0,248762.48,0.52,248762.48
1.0,1.0,0.0,1.0,248763.11,0.624,248763.11
0.0,1.0,0.0,1.0,248763.64,0.52,248763.64
1.0,1.0,0.0,1.0,248764.27,0.636,248764.27
0.0,1.0,0.0,1.0,248764.77,0.496,248764.77
1.0,1.0,0.0,1.0,248765.42,0.648,248765.42
0.0,1.0,0.0,1.0,248765.92,0.508,248765.92
1.0,1.0,0.0,1.0,248766.56,0.632,248766.56
0.0,1.0,0.0,1.0,248767.08,0.516,248767.08
1.0,1.0,0.0,1.0,248767.7,0.636,248767.7
0.0,1.0,0.0,1.0,248768.22,0.512,248768.22
1.0,1.0,0.0,1.0,248768.84,0.624,248768.84
0.0,1.0,0.0,1.0,248769.36,0.52,248769.36
1.0,1.0,0.0,1.0,248770.02,0.644,248770.02
0.0,1.0,0.0,1.0,248770.52,0.5,248770.52
1.0,1.0,0.0,1.0,248771.14,0.628,248771.14
0.0,1.0,0.0,1.0,248771.66,0.524,248771.66
1.0,1.0,0.0,1.0,248772.28,0.628,248772.28
0.0,1.0,0.0,1.0,248772.8,0.512,248772.8
1.0,1.0,0.0,1.0,248773.42,0.624,248773.42
0.0,1.0,0.0,1.0,248773.95,0.524,248773.95
1.0,1.0,0.0,1.0,248774.6,0.64,248774.6
0.0,1.0,0.0,1.0,248775.08,0.496,248775.08
1.0,1.0,0.0,1.0,248775.72,0.636,248775.72
0.0,1.0,0.0,1.0,248776.23,0.52,248776.23
1.0,1.0,0.0,1.0,248776.88,0.64,248776.88
0.0,1.0,0.0,1.0,248777.39,0.516,248777.39
1.0,1.0,0.0,1.0,248778.03,0.628,248778.03
0.0,1.0,0.0,1.0,248778.53,0.508,248778.53
1.0,1.0,0.0,1.0,248779.17,0.644,248779.17
0.0,1.0,0.0,1.0,248779.7,0.52,248779.7
1.0,1.0,0.0,1.0,248780.33,0.632,248780.33
0.0,1.0,0.0,1.0,248780.84,0.508,248780.84
1.0,1.0,0.0,1.0,248781.48,0.652,248781.48
0.0,1.0,0.0,1.0,248782.02,0.524,248782.02
1.0,1.0,0.0,1.0,248782.66,0.64,248782.66
0.0,1.0,0.0,1.0,248783.16,0.512,248783.16
1.0,1.0,0.0,1.0,248783.83,0.664,248783.83
0.0,1.0,0.0,1.0,248784.34,0.512,248784.34
1.0,1.0,0.0,1.0,248784.97,0.632,248784.97
0.0,1.0,0.0,1.0,248785.5,0.528,248785.5
1.0,1.0,0.0,1.0,248786.14,0.636,248786.14
0.0,1.0,0.0,1.0,248786.66,0.528,248786.66
